transaction_id,customer_id,amount,payment_method,customer_segment,transaction_hour,days_since_last_payment,previous_failures,retry_count,checkout_duration,device_type,location_type,payment_gateway,failure_reason,subscription_status,invoice_age_days,amount_due,payment_status,revenue_at_risk
txn_e30e52e29b7547,cust_3446,7794.19,upi,loyal,17,73,2,1,73,mobile,domestic,razorpay,authentication_failed,inactive,6,7794.19,failed,1
txn_ed882793f0b64b,cust_5877,20535.3,debit_card,loyal,19,3,1,3,305,desktop,domestic,razorpay,bank_declined,inactive,43,20579.6,failed,1
txn_9490ecc1ef6f4f,cust_6649,3384.7,net_banking,loyal,11,74,5,2,419,desktop,domestic,razorpay,network_error,none,44,3384.7,failed,1
txn_d48c0337a45949,cust_8505,20483.13,credit_card,high_value,18,59,1,1,300,tablet,domestic,razorpay,bank_declined,inactive,13,20483.13,abandoned,1
txn_66c5b48401cf49,cust_8822,19633.75,credit_card,high_value,8,51,0,0,441,desktop,domestic,razorpay,None,active,30,19973.17,success,0
txn_ae216f262de543,cust_2965,14674.5,wallet,churn_risk,10,5,0,0,195,tablet,domestic,razorpay,None,active,39,15140.56,success,0
txn_f1e66d27f10f47,cust_7200,12304.97,wallet,new,0,170,3,1,114,tablet,domestic,razorpay,expired_card,inactive,46,12780.26,failed,1
txn_279b8566de2541,cust_4480,30057.98,net_banking,new,14,168,0,0,77,tablet,international,razorpay,None,inactive,11,30057.98,success,0
txn_d88f8004bb6f48,cust_1781,9515.58,upi,new,21,95,0,2,525,tablet,domestic,razorpay,expired_card,active,10,9969.9,failed,1
txn_460b1b12d1424b,cust_4399,30686.7,net_banking,returning,5,38,0,0,513,tablet,international,razorpay,None,none,14,31116.47,success,0
txn_b9e6db6fb1ee49,cust_5496,16096.65,wallet,loyal,6,61,0,0,231,tablet,domestic,razorpay,None,active,54,16096.65,success,0
txn_059fa1e0e25345,cust_7290,44582.58,wallet,loyal,4,101,0,0,187,mobile,domestic,razorpay,None,active,4,44582.58,success,0
txn_fd5526ffc7414e,cust_7727,4953.63,net_banking,returning,12,35,0,0,581,tablet,domestic,razorpay,None,inactive,21,4953.63,success,0
txn_3435040eb00045,cust_2159,46286.99,upi,returning,9,180,1,1,53,desktop,domestic,razorpay,authentication_failed,active,21,46286.99,abandoned,0
txn_5ff8706f33594a,cust_8055,27680.86,wallet,new,3,120,0,0,69,tablet,domestic,razorpay,None,none,25,27680.86,success,0
txn_d6844a19122d40,cust_6934,46337.13,credit_card,loyal,6,94,0,0,320,mobile,domestic,razorpay,None,active,30,46337.13,pending,0
txn_f9f1beb6f8e545,cust_3347,4113.85,credit_card,returning,9,62,0,3,97,mobile,domestic,razorpay,expired_card,none,14,4113.85,abandoned,1
txn_cb53bf9b2b6e41,cust_3446,39393.23,wallet,new,1,139,2,3,461,desktop,domestic,razorpay,network_error,inactive,56,39393.23,abandoned,1
txn_6e4dacdc7b184d,cust_2403,33938.63,debit_card,churn_risk,18,172,1,0,130,desktop,domestic,razorpay,None,none,53,33938.63,success,0
txn_9390e0818d3d46,cust_4723,48521.03,debit_card,returning,15,134,0,0,429,desktop,domestic,razorpay,None,active,46,48521.03,success,0
txn_1a4ccd94309e42,cust_1854,3381.66,net_banking,new,10,3,0,1,45,tablet,domestic,razorpay,insufficient_funds,active,41,3381.66,failed,0
txn_38cf2f9db2ae4e,cust_5178,1132.44,net_banking,high_value,14,5,0,0,485,mobile,domestic,razorpay,None,active,25,1132.44,success,0
txn_a1fa93467b1e42,cust_5917,33632.07,upi,high_value,4,34,1,0,365,mobile,domestic,razorpay,None,inactive,29,33632.07,success,0
txn_a87ac50466a24a,cust_9972,41896.05,debit_card,churn_risk,23,55,1,0,336,tablet,domestic,razorpay,None,active,25,41896.05,success,0
txn_6ce5e29742d346,cust_8258,3112.97,credit_card,churn_risk,18,32,0,1,344,mobile,domestic,razorpay,network_error,active,16,3462.1,abandoned,0
txn_5461bb4a23de44,cust_8475,15994.12,net_banking,high_value,6,177,0,0,118,mobile,domestic,razorpay,None,inactive,24,16419.46,success,0
txn_cb2af921824f4c,cust_2502,34097.0,net_banking,new,11,70,0,3,535,tablet,domestic,razorpay,network_error,none,55,34219.37,abandoned,1
txn_76888fa9fa544c,cust_1966,12157.09,upi,returning,6,146,0,1,497,desktop,domestic,razorpay,expired_card,active,5,12157.09,overdue,1
txn_e9e1cb8adc0d47,cust_8813,38826.52,wallet,new,6,99,2,0,464,tablet,international,razorpay,None,none,38,38826.52,pending,0
txn_1d1d3ebef42b4e,cust_8250,30362.47,wallet,new,12,61,1,3,401,tablet,domestic,razorpay,bank_declined,inactive,33,30769.96,failed,1
txn_b3ff293d698046,cust_4566,3433.49,upi,churn_risk,5,83,0,0,308,mobile,domestic,razorpay,None,active,5,3433.49,success,0
txn_30be325bd32c42,cust_3622,4782.18,wallet,loyal,17,134,1,0,182,tablet,domestic,razorpay,None,inactive,19,4782.18,success,0
txn_5695cad4d3554b,cust_6244,46068.79,upi,loyal,6,45,0,0,338,tablet,domestic,razorpay,None,none,51,46068.79,success,0
txn_7703a98d00ff49,cust_5524,14635.13,debit_card,churn_risk,5,44,0,3,487,tablet,international,razorpay,insufficient_funds,none,7,14635.13,failed,1
txn_bc927c2fe0ee43,cust_5422,36562.56,credit_card,churn_risk,22,21,0,2,482,mobile,domestic,razorpay,insufficient_funds,active,25,36562.56,failed,1
txn_678dcc3c0fc54d,cust_7127,3193.68,debit_card,returning,20,54,0,0,498,tablet,domestic,razorpay,None,inactive,18,3193.68,success,0
txn_5c98a3fb863543,cust_5942,20974.3,net_banking,returning,11,81,0,0,510,tablet,domestic,razorpay,None,active,33,20974.3,success,0
txn_b355b5abd69045,cust_6343,4525.95,credit_card,new,12,48,0,0,438,mobile,domestic,razorpay,None,none,59,4525.95,success,0
txn_aeeae420e7b94c,cust_7176,40132.8,debit_card,high_value,3,139,1,2,384,desktop,domestic,razorpay,bank_declined,inactive,26,40132.8,abandoned,1
txn_1d81f37f5a8a41,cust_9220,15851.11,net_banking,churn_risk,22,7,1,0,324,desktop,domestic,razorpay,None,active,12,15851.11,success,0
txn_ac4f844701f249,cust_4986,41774.09,upi,new,3,45,0,0,592,mobile,domestic,razorpay,None,active,48,41863.7,success,0
txn_3aa43ca85b864b,cust_4863,14043.49,upi,churn_risk,4,35,0,3,180,mobile,domestic,razorpay,insufficient_funds,inactive,4,14323.8,abandoned,1
txn_a33437cf292a47,cust_6628,46298.26,net_banking,high_value,11,153,1,0,241,desktop,domestic,razorpay,None,active,45,46336.97,success,0
txn_aafce09341b24a,cust_2600,15099.75,upi,loyal,20,141,0,0,422,tablet,domestic,razorpay,None,active,30,15099.75,success,0
txn_36f3eb81bb2644,cust_1268,46317.85,upi,churn_risk,21,85,0,2,313,tablet,international,razorpay,authentication_failed,inactive,42,46317.85,failed,0
txn_b99e897227ec4f,cust_2980,18948.22,credit_card,high_value,12,145,0,0,438,desktop,domestic,razorpay,None,inactive,1,18948.22,success,0
txn_359c41ee88c140,cust_3064,46306.71,upi,new,13,62,1,1,354,desktop,domestic,razorpay,network_error,none,27,46306.71,overdue,1
txn_df6e0dcdc9b444,cust_5986,15729.14,net_banking,returning,20,148,0,1,74,tablet,international,razorpay,bank_declined,inactive,15,15729.14,failed,1
txn_1950836505ce44,cust_9788,46474.25,upi,new,3,32,3,3,276,tablet,international,razorpay,expired_card,none,6,46474.25,failed,1
txn_59e66b34fe4444,cust_1404,17019.92,net_banking,new,10,177,0,0,594,tablet,domestic,razorpay,None,active,56,17019.92,success,0
txn_6de79d0c4a4d4b,cust_8568,38393.35,net_banking,returning,12,52,4,3,553,mobile,domestic,razorpay,insufficient_funds,none,2,38661.03,failed,1
txn_34cc153f1c8343,cust_7768,39658.16,credit_card,loyal,16,144,5,3,129,mobile,domestic,razorpay,bank_declined,active,34,39658.16,failed,1
txn_cf77d46a1c5543,cust_4808,41895.41,upi,new,1,170,3,1,265,mobile,domestic,razorpay,expired_card,none,20,41895.41,overdue,1
txn_6285bd5ee34b48,cust_5441,43292.03,debit_card,new,16,163,0,0,139,mobile,domestic,razorpay,None,inactive,53,43292.03,success,0
txn_18ec26d84f5c48,cust_3945,17708.43,net_banking,loyal,15,130,4,0,101,tablet,domestic,razorpay,None,inactive,37,18016.35,success,0
txn_0d926a0e01a641,cust_8236,12188.8,wallet,returning,11,126,1,0,497,desktop,domestic,razorpay,None,inactive,47,12188.8,success,0
txn_de5452a2b5c549,cust_3701,37535.58,debit_card,churn_risk,13,22,4,0,550,mobile,domestic,razorpay,None,inactive,50,37535.58,success,0
txn_043a47be625b49,cust_6552,23932.6,wallet,loyal,22,158,3,0,456,desktop,domestic,razorpay,None,active,52,23932.6,success,0
txn_0ea7d09589ab42,cust_8553,25093.05,net_banking,churn_risk,1,67,0,2,561,desktop,domestic,razorpay,authentication_failed,none,10,25093.05,failed,1
txn_aeead867828f44,cust_5857,6131.96,wallet,returning,9,31,1,0,494,mobile,domestic,razorpay,None,active,25,6131.96,success,0
txn_9ddbc26930364d,cust_3878,40342.07,wallet,loyal,11,124,0,0,366,desktop,domestic,razorpay,None,active,16,40342.07,success,0
txn_759258361f0b49,cust_9283,11508.1,upi,loyal,1,152,3,0,363,mobile,domestic,razorpay,None,none,36,11508.1,success,0
txn_c41abb1cd3a64d,cust_6947,49931.23,debit_card,new,10,170,0,0,399,desktop,domestic,razorpay,None,active,52,50187.79,success,0
txn_832dbfcf8c5c49,cust_9182,5487.9,credit_card,high_value,9,44,0,0,94,tablet,domestic,razorpay,None,inactive,39,5487.9,success,0
txn_f5b178a9bd4741,cust_7739,18934.61,net_banking,new,14,167,0,2,138,desktop,domestic,razorpay,expired_card,none,2,18934.61,failed,1
txn_095db506d7a346,cust_5039,32749.48,wallet,loyal,8,120,0,0,382,mobile,international,razorpay,None,inactive,19,32749.48,success,0
txn_94a73536618443,cust_6865,31631.99,credit_card,high_value,1,49,0,0,520,tablet,domestic,razorpay,None,none,19,31826.45,pending,0
txn_9a3e5bac664d47,cust_9621,20003.05,upi,high_value,10,139,0,3,494,tablet,international,razorpay,network_error,active,18,20003.05,abandoned,1
txn_a10477462a384b,cust_5064,27161.16,upi,new,6,121,0,2,544,desktop,domestic,razorpay,insufficient_funds,none,12,27161.16,failed,1
txn_27ffc9c8737348,cust_9296,7535.79,net_banking,new,13,177,0,3,407,tablet,domestic,razorpay,network_error,none,46,7849.17,abandoned,1
txn_be49a702a15f42,cust_1331,38704.49,upi,high_value,9,43,0,0,43,tablet,domestic,razorpay,None,active,56,38732.32,success,0
txn_174c1e1c052043,cust_3491,20946.75,credit_card,high_value,5,15,4,3,134,tablet,domestic,razorpay,insufficient_funds,inactive,53,20946.75,failed,1
txn_dc7562a55b8444,cust_1657,29143.66,upi,loyal,7,38,4,0,433,mobile,domestic,razorpay,None,inactive,25,29143.66,success,0
txn_06c63676e84c4f,cust_5344,38726.44,net_banking,churn_risk,21,75,2,1,369,tablet,domestic,razorpay,network_error,active,10,38848.02,failed,1
txn_58d7241377ea4f,cust_7773,45079.81,debit_card,returning,18,55,0,0,440,mobile,international,razorpay,None,none,50,45079.81,success,0
txn_1b3320c1f1a049,cust_8696,2049.45,upi,high_value,15,78,0,0,441,desktop,domestic,razorpay,None,inactive,44,2049.45,success,0
txn_c7dffc8b46dd4c,cust_6011,33978.06,wallet,returning,15,165,0,0,596,tablet,domestic,razorpay,None,none,6,33978.06,success,0
txn_6dee630657cb46,cust_3796,33611.62,net_banking,churn_risk,2,66,1,0,384,desktop,domestic,razorpay,None,active,40,34050.2,success,0
txn_4c423f98859544,cust_5619,33743.79,credit_card,high_value,6,164,0,1,352,tablet,international,razorpay,bank_declined,active,40,34060.41,failed,0
txn_718763fc1d744d,cust_9546,25816.22,wallet,returning,10,114,0,3,440,mobile,domestic,razorpay,network_error,active,42,25816.22,failed,1
txn_41a83a5f5fca46,cust_3775,17407.83,debit_card,returning,4,92,0,0,24,tablet,domestic,razorpay,None,active,53,17407.83,success,0
txn_b9c1137d67434a,cust_6309,32585.96,upi,returning,0,140,5,2,334,tablet,domestic,razorpay,network_error,none,42,32585.96,abandoned,1
txn_c4945a77fb184a,cust_7980,9493.91,credit_card,churn_risk,7,155,1,1,500,desktop,domestic,razorpay,bank_declined,inactive,7,9493.91,overdue,1
txn_a646f24131d74e,cust_6497,12230.67,wallet,new,1,45,2,0,240,tablet,domestic,razorpay,None,inactive,18,12230.67,success,0
txn_412ab2b788c24e,cust_5227,29682.52,net_banking,new,14,86,2,3,307,desktop,domestic,razorpay,insufficient_funds,none,55,29810.67,failed,1
txn_db9646481e2444,cust_1547,38749.94,wallet,returning,15,78,3,3,548,mobile,domestic,razorpay,expired_card,none,9,38749.94,failed,1
txn_f6e1f9f7259747,cust_7166,26245.36,credit_card,high_value,18,141,1,0,56,desktop,domestic,razorpay,None,active,6,26245.36,success,0
txn_ecda0f04c51b4e,cust_3587,29080.72,wallet,loyal,6,160,0,3,231,desktop,domestic,razorpay,bank_declined,inactive,10,29476.36,failed,1
txn_e2c90cb9959740,cust_9235,14410.79,wallet,churn_risk,2,27,2,3,274,desktop,domestic,razorpay,authentication_failed,none,46,14410.79,abandoned,1
txn_0f89dce8fedb4c,cust_7013,2468.6,net_banking,returning,10,24,0,3,192,desktop,domestic,razorpay,insufficient_funds,active,33,2468.6,failed,1
txn_0aab06eea85d42,cust_4250,107.53,credit_card,loyal,10,168,0,0,496,desktop,international,razorpay,None,inactive,40,309.94,success,0
txn_828a459cb90f4a,cust_6011,39901.34,wallet,high_value,22,129,5,3,255,desktop,international,razorpay,expired_card,active,45,39901.34,abandoned,1
txn_d2d84f0b10f44a,cust_7045,32287.06,wallet,loyal,16,18,0,0,423,tablet,domestic,razorpay,None,none,10,32287.06,success,0
txn_2b68a71b88e641,cust_2367,27802.96,credit_card,loyal,16,142,0,0,138,mobile,domestic,razorpay,None,active,43,27802.96,success,0
txn_9497ce43cb644f,cust_8104,30371.07,net_banking,churn_risk,16,69,1,1,568,desktop,domestic,razorpay,bank_declined,none,15,30475.87,overdue,1
txn_db4441002b1d41,cust_3879,13973.39,wallet,new,14,41,2,0,301,mobile,domestic,razorpay,None,none,43,13973.39,success,0
txn_690ad79fe9f240,cust_3088,25158.96,net_banking,returning,22,62,2,0,306,mobile,domestic,razorpay,None,active,51,25158.96,success,0
txn_66586dda5e9a40,cust_1907,40783.51,credit_card,returning,1,143,1,0,301,desktop,domestic,razorpay,None,inactive,51,40799.57,success,0
txn_5400c032d4974d,cust_7291,45541.79,wallet,loyal,10,178,3,0,175,desktop,domestic,razorpay,None,inactive,5,45541.79,success,0
txn_8c86ecc668ed40,cust_9571,46374.09,debit_card,loyal,21,129,0,0,66,mobile,domestic,razorpay,None,active,27,46374.09,success,0
txn_e3a0b422db884d,cust_3788,10457.83,debit_card,churn_risk,21,129,1,2,296,tablet,domestic,razorpay,bank_declined,inactive,6,10457.83,overdue,1
txn_639fbe8b6e8448,cust_1043,48248.6,net_banking,churn_risk,13,109,0,1,467,tablet,domestic,razorpay,authentication_failed,inactive,41,48248.6,abandoned,1
txn_69b8f3bf47d049,cust_2686,11600.11,upi,churn_risk,19,39,1,0,262,mobile,domestic,razorpay,None,none,37,11600.11,success,0
txn_e6b6cb2d93054f,cust_9324,36996.07,credit_card,returning,8,32,0,0,87,mobile,domestic,razorpay,None,inactive,58,37387.31,success,0
txn_8a3f17c3969046,cust_9403,48494.85,upi,high_value,12,180,0,2,405,tablet,domestic,razorpay,expired_card,active,23,48494.85,failed,1
txn_91d529a4959f48,cust_3095,16845.12,wallet,loyal,20,81,1,2,558,desktop,domestic,razorpay,network_error,active,5,16845.12,failed,1
txn_df0672ffb81646,cust_7123,43050.01,credit_card,returning,13,94,0,0,185,desktop,domestic,razorpay,None,active,9,43050.01,success,0
txn_95ad75779cb145,cust_4738,35310.46,net_banking,new,5,145,0,2,306,tablet,domestic,razorpay,expired_card,inactive,29,35310.46,failed,1
txn_ff04459cc9d844,cust_4238,46419.23,upi,loyal,1,25,0,0,475,desktop,domestic,razorpay,None,active,3,46419.23,success,0
txn_394ed2d6185444,cust_8092,48645.11,credit_card,loyal,16,108,0,0,362,mobile,domestic,razorpay,None,none,42,48645.11,success,0
txn_3ea169b521bc41,cust_6803,40975.57,net_banking,churn_risk,3,168,0,0,92,desktop,domestic,razorpay,None,none,34,41100.92,pending,0
txn_9e85a617a32b49,cust_6854,17275.61,upi,new,0,171,2,3,260,desktop,domestic,razorpay,network_error,inactive,15,17684.15,abandoned,1
txn_9015d1d8f00243,cust_9662,4642.15,net_banking,loyal,15,178,0,1,24,mobile,domestic,razorpay,authentication_failed,active,5,4642.15,abandoned,0
txn_fc6a318b045644,cust_2973,48721.55,credit_card,new,23,130,0,3,389,desktop,domestic,razorpay,bank_declined,none,41,48721.55,abandoned,1
txn_1e48d3c406004f,cust_3431,12539.52,credit_card,returning,15,103,0,1,417,desktop,domestic,razorpay,insufficient_funds,inactive,5,12539.52,failed,1
txn_db48a8771fe141,cust_3759,45971.13,net_banking,new,14,169,0,0,18,desktop,domestic,razorpay,None,active,59,45971.13,success,0
txn_70753252ed7b42,cust_9262,42768.78,upi,new,18,48,0,3,12,tablet,domestic,razorpay,expired_card,active,30,43122.93,failed,1
txn_514d524402a74c,cust_8837,23889.26,debit_card,new,13,97,4,0,70,mobile,domestic,razorpay,None,active,20,23889.26,success,0
txn_c06c026488c043,cust_5184,18008.56,net_banking,churn_risk,15,35,0,1,41,tablet,domestic,razorpay,authentication_failed,active,31,18300.54,overdue,1
txn_7312d5f56c404f,cust_9765,29939.4,wallet,loyal,15,171,0,2,118,desktop,domestic,razorpay,bank_declined,active,48,29939.4,abandoned,1
txn_105725a3c38e42,cust_4914,19887.32,upi,high_value,11,179,0,0,79,tablet,domestic,razorpay,None,active,23,19887.32,pending,0
txn_1d090390bc654d,cust_3835,9517.73,net_banking,returning,9,50,3,2,323,desktop,domestic,razorpay,insufficient_funds,none,3,9612.06,abandoned,1
txn_d2823e2af6794a,cust_7305,28325.46,wallet,loyal,10,131,3,2,202,tablet,domestic,razorpay,authentication_failed,none,48,28629.02,overdue,1
txn_d44e6d21859649,cust_2324,14202.34,upi,returning,0,57,0,1,210,mobile,domestic,razorpay,expired_card,none,32,14202.34,abandoned,0
txn_11394e8ccf6b41,cust_3607,24453.01,debit_card,returning,16,144,0,0,399,desktop,domestic,razorpay,None,none,34,24699.38,success,0
txn_29de8ce32a0b49,cust_4022,1220.69,credit_card,high_value,16,150,0,0,283,mobile,domestic,razorpay,None,none,55,1220.69,success,0
txn_45454b9cb88940,cust_9602,29366.47,credit_card,new,12,5,0,0,23,tablet,domestic,razorpay,None,inactive,8,29625.54,success,0
txn_9447e70abb8347,cust_4522,47192.75,debit_card,new,0,172,0,2,490,mobile,domestic,razorpay,bank_declined,inactive,9,47192.75,failed,1
txn_e01942742c9f42,cust_3330,35673.62,net_banking,high_value,5,17,0,0,371,desktop,international,razorpay,None,active,51,35673.62,success,0
txn_f867aa62c2334b,cust_3015,47680.45,upi,loyal,12,58,1,0,561,desktop,domestic,razorpay,None,active,14,47680.45,pending,0
txn_413659c1105b4a,cust_9625,43722.54,debit_card,churn_risk,23,104,0,0,173,tablet,domestic,razorpay,None,active,13,43722.54,success,0
txn_84033c3ef23147,cust_6504,22093.85,net_banking,churn_risk,6,2,0,3,208,mobile,domestic,razorpay,expired_card,inactive,19,22261.44,failed,0
txn_abb514ee85824e,cust_8948,42300.05,wallet,loyal,21,139,0,3,559,tablet,domestic,razorpay,bank_declined,none,43,42680.04,overdue,1
txn_47b00d868b774b,cust_3125,45329.76,credit_card,returning,22,125,0,0,168,mobile,domestic,razorpay,None,active,44,45329.76,success,0
txn_d67330f2837847,cust_7184,35151.96,debit_card,churn_risk,15,150,0,0,248,mobile,international,razorpay,None,active,37,35151.96,success,0
txn_080d9ff8a7304d,cust_5824,26057.11,credit_card,high_value,3,16,0,0,449,mobile,domestic,razorpay,None,none,52,26057.11,success,0
txn_12d4708a047f43,cust_2018,5201.43,wallet,churn_risk,13,120,0,0,435,desktop,domestic,razorpay,None,inactive,41,5556.41,success,0
txn_5f74088fa3524f,cust_7659,44983.65,net_banking,churn_risk,16,11,1,2,151,tablet,domestic,razorpay,expired_card,none,52,44983.65,failed,1
txn_2861dcaa83b948,cust_3914,28805.74,wallet,new,6,116,3,2,78,mobile,domestic,razorpay,authentication_failed,active,46,28805.74,failed,1
txn_352694474e6448,cust_7192,24303.26,upi,new,21,136,0,0,20,tablet,domestic,razorpay,None,none,43,24303.26,success,0
txn_2e32fa5cf9a94a,cust_2558,29660.91,upi,churn_risk,21,7,2,0,296,tablet,international,razorpay,None,active,17,29939.06,success,0
txn_7a248482513146,cust_4545,17659.59,net_banking,loyal,0,121,1,0,74,tablet,domestic,razorpay,None,active,17,17659.59,success,0
txn_fcf20ae19a3247,cust_5533,37094.57,debit_card,high_value,5,44,0,2,594,desktop,domestic,razorpay,insufficient_funds,active,39,37156.17,failed,0
txn_7ab7eb467b3d43,cust_9847,47910.44,wallet,churn_risk,13,33,0,0,427,tablet,international,razorpay,None,inactive,15,47910.44,success,0
txn_84cd624f01d44e,cust_9752,29841.62,credit_card,returning,5,63,0,2,543,mobile,international,razorpay,insufficient_funds,active,55,30267.92,failed,1
txn_e693e47e5f3743,cust_7561,18450.24,credit_card,returning,2,118,0,0,461,mobile,domestic,razorpay,None,inactive,13,18450.24,success,0
txn_acd7f01e0d4746,cust_7859,14159.21,wallet,churn_risk,21,168,0,3,451,desktop,domestic,razorpay,insufficient_funds,active,13,14178.58,failed,0
txn_8d571590671c4d,cust_2675,16071.4,debit_card,high_value,12,89,0,2,412,mobile,domestic,razorpay,expired_card,inactive,52,16071.4,abandoned,1
txn_8eac6b4aa3c547,cust_4310,41473.18,wallet,high_value,7,33,2,0,187,tablet,domestic,razorpay,None,active,38,41836.98,success,0
txn_cba31a61df1041,cust_8946,45031.72,debit_card,returning,6,63,0,0,519,mobile,domestic,razorpay,None,inactive,14,45031.72,success,0
txn_7c5c140a9aa44f,cust_4663,46707.13,net_banking,high_value,20,15,0,2,527,desktop,domestic,razorpay,expired_card,none,3,46707.13,failed,0
txn_fdb8677236da4a,cust_2083,20602.88,net_banking,churn_risk,18,51,0,1,99,mobile,domestic,razorpay,network_error,inactive,24,20602.88,failed,0
txn_515fa843e1b348,cust_5485,6629.24,net_banking,churn_risk,9,45,1,2,131,desktop,international,razorpay,authentication_failed,active,12,6629.24,failed,1
txn_fd9729fbf6c240,cust_7857,41256.39,credit_card,returning,7,105,0,0,555,tablet,domestic,razorpay,None,inactive,5,41256.39,success,0
txn_84506c2f92ff49,cust_1182,44145.42,wallet,high_value,22,3,0,0,169,desktop,domestic,razorpay,None,none,35,44145.42,success,0
txn_8f525a45482447,cust_7463,2311.74,upi,loyal,7,67,0,0,127,mobile,domestic,razorpay,None,active,4,2387.71,success,0
txn_7aaf8530306943,cust_3287,7481.05,wallet,churn_risk,6,117,0,1,508,mobile,international,razorpay,insufficient_funds,active,15,7586.99,overdue,1
txn_349ad3685cb044,cust_4338,8552.31,upi,loyal,3,36,0,1,51,desktop,domestic,razorpay,authentication_failed,active,17,9032.25,failed,1
txn_75993898edc246,cust_5404,40015.09,wallet,churn_risk,16,40,0,3,454,tablet,domestic,razorpay,expired_card,active,37,40385.24,failed,1
txn_302d706498f64f,cust_1355,41378.46,upi,returning,1,172,4,1,200,mobile,domestic,razorpay,expired_card,active,49,41378.46,failed,1
txn_b1a8e7fd2eb545,cust_3705,41021.71,wallet,high_value,5,84,0,0,548,mobile,domestic,razorpay,None,inactive,18,41021.71,success,0
txn_0428a497944444,cust_1857,3801.71,debit_card,high_value,17,68,1,3,46,tablet,domestic,razorpay,network_error,inactive,12,3816.33,failed,0
txn_3697c6aec3a442,cust_4712,5927.63,upi,churn_risk,7,136,2,2,191,desktop,domestic,razorpay,network_error,inactive,40,5927.63,overdue,1
txn_81fb46757a914a,cust_5317,33588.9,upi,returning,3,55,2,0,148,mobile,domestic,razorpay,None,active,26,33779.13,success,0
txn_325e8cbe808a47,cust_2107,29885.84,net_banking,loyal,21,49,4,0,278,tablet,domestic,razorpay,None,active,49,30070.1,success,0
txn_17e817b2d90046,cust_3385,32819.62,credit_card,returning,5,105,1,3,216,tablet,domestic,razorpay,authentication_failed,none,39,32819.62,failed,1
txn_39dc4d7289ea41,cust_2973,31635.24,wallet,high_value,22,98,0,0,356,desktop,domestic,razorpay,None,active,51,31635.24,success,0
txn_2404d7075fad49,cust_3253,488.33,debit_card,high_value,14,143,5,2,438,tablet,domestic,razorpay,network_error,active,30,488.33,abandoned,1
txn_81c7812712784e,cust_3618,24172.12,credit_card,loyal,16,46,5,1,70,mobile,domestic,razorpay,insufficient_funds,active,13,24172.12,abandoned,1
txn_76c06b119d404c,cust_1828,28389.33,debit_card,churn_risk,5,28,1,2,13,mobile,domestic,razorpay,insufficient_funds,none,53,28389.33,failed,1
txn_ba6ee9b5b5c74a,cust_5756,5299.82,wallet,churn_risk,5,108,0,2,66,mobile,domestic,razorpay,expired_card,inactive,11,5299.82,abandoned,0
txn_a06c4fd17e184f,cust_7006,18446.55,debit_card,churn_risk,15,12,0,3,101,desktop,domestic,razorpay,network_error,active,60,18804.37,abandoned,1
txn_62480c2864a44e,cust_3264,35448.88,debit_card,high_value,2,178,0,0,552,desktop,domestic,razorpay,None,inactive,50,35448.88,success,0
txn_16f0ca3bce224c,cust_5351,42213.51,upi,high_value,12,14,0,1,195,tablet,domestic,razorpay,insufficient_funds,inactive,9,42235.12,failed,0
txn_9ed193e17e194c,cust_4666,39115.72,credit_card,new,2,111,1,0,462,tablet,domestic,razorpay,None,inactive,29,39115.72,success,0
txn_0068da1b6a1442,cust_5002,600.13,upi,new,19,55,3,0,42,tablet,domestic,razorpay,None,active,23,695.87,success,0
txn_4c91aef7c9d747,cust_6733,25018.1,credit_card,returning,3,140,1,2,135,mobile,international,razorpay,insufficient_funds,inactive,11,25018.1,failed,1
txn_8f9a946735b546,cust_5576,22107.94,debit_card,churn_risk,23,147,0,3,238,desktop,domestic,razorpay,network_error,none,45,22107.94,failed,0
txn_4da7da11e41846,cust_9101,7517.59,net_banking,high_value,17,77,1,0,111,tablet,domestic,razorpay,None,inactive,8,7517.59,success,0
txn_6bdd5533677d40,cust_2885,40435.39,debit_card,high_value,4,66,0,3,308,tablet,domestic,razorpay,bank_declined,active,29,40435.39,failed,1
txn_f8a9a69a7b6648,cust_6236,28266.56,debit_card,churn_risk,11,78,0,0,38,desktop,domestic,razorpay,None,inactive,49,28266.56,success,0
txn_c242f70936c44b,cust_3295,4384.27,debit_card,high_value,0,2,2,0,410,tablet,domestic,razorpay,None,active,27,4384.27,success,0
txn_6c140ff9b3384e,cust_1703,27933.17,upi,returning,15,107,4,3,510,desktop,domestic,razorpay,bank_declined,none,33,27933.17,failed,1
txn_c68e2fc53dce46,cust_5775,10949.7,debit_card,churn_risk,20,141,1,2,543,desktop,domestic,razorpay,insufficient_funds,active,20,10949.7,failed,1
txn_89c3a74984d342,cust_7527,34588.55,upi,loyal,11,82,2,0,40,mobile,domestic,razorpay,None,inactive,14,34588.55,success,0
txn_b46b437cd75241,cust_4527,3284.74,debit_card,new,6,91,2,0,78,desktop,domestic,razorpay,None,inactive,42,3284.74,success,0
txn_d93c09899c7f44,cust_8373,13409.71,credit_card,churn_risk,5,161,0,3,90,tablet,international,razorpay,authentication_failed,none,57,13565.99,failed,1
txn_b1083ad792de48,cust_4052,16213.73,wallet,high_value,23,100,0,1,130,tablet,domestic,razorpay,insufficient_funds,none,16,16213.73,abandoned,1
txn_e2afb73ec63944,cust_9821,5773.57,credit_card,high_value,9,170,0,0,173,desktop,domestic,razorpay,None,none,60,5773.57,success,0
